Date,AgentID,DepartmentID,SubCategoryID,CityID,Calls_Assigned,Calls_Handled,Calls_Abandoned,Resolutions,ASA_Sec,AHT_Sec,Total_Surveys,CSAT_Avg,Num_Promoters,Num_Passives,Num_Detractors
26-04-2021,20,3,3,6,39,34,5,31,58,425,5,3.46,1,1,3
15-02-2021,10,5,7,9,42,39,3,36,60,618,5,3.28,1,2,2
02-05-2021,13,5,6,5,35,31,4,22,29,656,4,3.29,0,2,2
21-11-2021,12,1,13,6,43,38,5,29,41,667,5,4.27,3,1,1
11-10-2022,17,5,4,6,53,49,4,39,56,560,6,2.75,0,2,4
25-10-2021,9,4,13,10,44,42,2,37,74,480,5,3.84,2,2,1
29-12-2023,17,5,14,5,44,40,4,25,61,518,5,3.01,0,1,4
12-07-2022,19,1,12,9,56,53,3,39,68,603,7,4.2,5,2,0
01-09-2023,4,3,1,1,50,48,2,41,44,597,6,3.92,3,3,0
23-12-2023,1,4,4,13,30,25,5,18,51,350,4,4.23,2,1,1
05-08-2021,18,5,6,3,35,31,4,25,65,781,4,2.63,0,1,3
23-11-2023,11,1,14,7,50,42,8,35,37,475,6,4.21,5,1,0
10-09-2022,12,5,4,2,39,35,4,25,62,469,5,2.63,0,2,3
18-11-2023,20,6,12,1,54,48,6,39,50,474,6,3.19,1,5,0
09-10-2021,19,6,12,3,43,38,5,27,50,510,5,3.78,3,2,0
19-12-2022,17,3,7,13,49,45,4,30,78,360,6,3.38,0,0,6
12-06-2022,19,3,11,12,50,44,6,27,37,547,6,3.56,3,3,0
21-05-2021,17,1,13,10,46,43,3,25,73,344,6,3.68,2,4,0
14-10-2022,16,4,2,5,44,39,5,33,51,619,5,3.86,1,4,0
28-09-2021,9,6,1,13,56,51,5,46,38,644,7,3.52,3,3,1
30-01-2023,19,5,5,4,34,31,3,25,49,543,4,2.72,2,0,2
10-06-2021,7,4,13,9,53,46,7,36,55,439,6,3.95,3,3,0
20-10-2022,11,6,1,6,50,47,3,28,83,486,6,3.25,0,0,6
22-05-2022,7,1,6,4,30,26,4,16,53,472,4,4.48,3,1,0
22-01-2023,3,6,4,8,58,55,3,37,70,212,7,3.63,1,4,2
14-12-2023,3,1,2,13,46,44,2,26,48,553,6,4.45,0,1,5
16-11-2021,10,2,4,1,59,50,9,43,65,811,7,2.93,0,0,7
08-04-2021,5,1,2,13,41,38,3,25,50,598,5,4.57,4,1,0
14-08-2023,9,4,11,4,52,46,6,36,63,396,6,3.5,4,2,0
25-12-2022,9,2,6,10,43,37,6,30,56,449,5,3.35,0,2,3
08-03-2021,18,2,4,3,56,48,8,36,46,484,7,3.23,2,1,4
29-09-2023,17,5,6,12,55,48,7,33,54,605,7,2.86,0,2,5
08-08-2023,2,5,11,11,48,42,6,29,48,450,6,2.98,0,1,5
01-09-2022,7,4,5,10,52,44,8,27,76,487,6,3.67,3,3,0
17-07-2021,16,6,3,6,47,40,7,37,43,559,6,3.36,0,3,3
04-11-2021,9,3,2,1,59,56,3,52,66,388,7,3.34,2,1,4
31-03-2022,6,2,4,7,43,41,2,34,54,441,5,2.78,0,2,3
14-11-2021,12,1,6,3,33,30,3,26,47,566,4,4.08,2,0,2
06-10-2023,8,5,14,5,32,31,1,28,54,470,4,3.27,0,1,3
04-07-2022,4,3,5,13,45,42,3,27,54,525,5,3.77,2,2,1
28-11-2023,14,6,3,3,46,41,5,25,57,498,6,3.68,1,5,0
14-11-2021,1,6,9,5,40,36,4,24,59,583,5,3.72,2,3,0
20-05-2021,7,3,5,3,47,43,4,33,66,533,6,3.4,0,3,3
10-02-2023,10,3,3,3,48,43,5,38,66,758,6,3.41,2,1,3
27-11-2021,6,6,11,5,53,46,7,38,52,561,6,3.59,2,3,1
06-02-2023,5,2,3,10,37,33,4,29,42,504,4,2.99,1,0,3
01-09-2021,20,4,14,9,43,40,3,37,75,403,5,4.22,5,0,0
08-06-2022,3,2,1,2,44,39,5,27,53,513,5,3.07,0,3,2
22-04-2023,6,2,9,10,53,47,6,42,61,517,6,3.19,0,2,4
23-09-2023,11,6,5,13,40,36,4,22,39,529,5,3.47,0,1,4
08-11-2021,3,3,3,10,51,45,6,41,33,550,6,3.75,3,3,0
22-07-2022,8,1,11,13,39,35,4,29,54,250,5,4.45,4,1,0
25-11-2023,15,5,4,11,54,48,6,31,61,643,6,2.83,1,1,4
04-07-2021,19,3,13,4,58,49,9,42,58,369,7,3.29,1,1,5
31-10-2023,7,3,12,10,56,48,8,29,54,653,7,3.05,0,1,6
28-08-2021,20,5,14,13,37,32,5,28,50,665,4,3.11,0,1,3
05-02-2021,1,2,9,8,42,41,1,27,51,443,5,3.01,1,1,3
29-01-2021,20,6,1,4,36,34,2,31,56,337,4,3.81,1,2,1
13-11-2021,5,2,11,4,57,48,9,39,42,422,7,3.08,2,0,5
08-02-2021,19,6,6,7,43,36,7,27,51,616,5,3.29,1,2,2
01-04-2023,14,1,10,7,33,29,4,19,46,595,4,4.82,2,2,0
21-10-2022,11,1,5,6,36,34,2,28,51,409,4,4.23,3,0,1
28-05-2021,1,6,3,2,37,35,2,23,54,712,4,3.79,2,2,0
20-05-2021,6,2,9,4,30,25,5,16,71,625,4,3.08,0,0,4
19-02-2022,5,4,11,10,37,35,2,25,59,683,4,4.08,1,1,2
26-10-2022,18,3,2,7,43,36,7,29,45,489,5,3.7,3,2,0
07-07-2021,1,3,4,12,39,36,3,30,74,342,5,3.61,2,1,2
20-03-2023,1,5,12,9,33,29,4,21,43,453,4,2.89,0,0,4
16-08-2023,3,3,4,2,38,36,2,31,62,591,5,3.37,0,1,4
25-05-2023,10,4,14,4,59,52,7,37,65,659,7,3.93,3,3,1
05-07-2022,1,2,6,12,40,35,5,31,53,512,5,2.92,0,1,4
21-08-2021,9,2,3,13,47,45,2,31,76,639,6,2.81,0,2,4
08-09-2021,2,4,11,8,38,32,6,23,37,452,5,3.78,2,2,1
14-02-2022,17,5,1,9,54,45,9,35,45,624,6,3.02,1,1,4
10-11-2022,10,3,11,5,50,42,8,30,81,584,6,3.57,1,5,0
01-12-2021,17,5,2,4,51,45,6,28,62,569,6,2.64,0,2,4
29-10-2023,8,2,2,7,33,30,3,25,47,679,4,3.23,0,2,2
10-04-2022,20,1,12,4,47,43,4,27,46,514,6,3.85,3,3,0
20-08-2023,17,3,14,8,37,32,5,19,58,538,4,3.69,0,2,2
13-08-2022,2,6,9,9,53,47,6,44,62,714,6,3.66,0,5,1
29-10-2022,3,3,10,4,39,34,5,24,49,616,5,3.41,0,1,4
13-02-2021,1,2,14,8,37,31,6,21,46,353,4,3.12,1,0,3
25-07-2023,13,2,13,8,47,42,5,38,75,452,6,3.34,0,2,4
09-06-2021,4,2,1,7,51,44,7,35,50,520,6,3.08,1,1,4
17-03-2022,5,6,11,13,52,47,5,32,36,406,6,3.33,1,1,4
02-03-2022,10,2,12,1,49,44,5,34,53,693,6,3.44,1,1,4
17-01-2021,10,6,2,13,44,37,7,22,67,550,5,3.7,1,4,0
05-06-2021,18,6,11,12,30,28,2,23,48,634,4,3.8,1,2,1
09-02-2022,8,6,4,2,46,43,3,35,69,353,6,4,2,3,1
10-10-2021,14,2,6,5,59,51,8,32,53,293,7,3.16,0,1,6
09-08-2023,8,5,6,5,32,30,2,25,48,500,4,3.07,0,0,4
23-03-2021,18,5,11,9,42,38,4,29,44,422,5,2.78,2,2,1
17-11-2023,15,4,13,8,49,43,6,35,58,472,6,3.88,1,3,2
06-04-2022,10,5,9,12,31,30,1,23,49,362,4,2.9,0,2,2
25-12-2023,14,2,10,11,33,30,3,18,61,456,4,3.37,0,0,4
04-09-2022,11,3,1,9,49,43,6,29,63,432,6,2.9,0,0,6
08-12-2023,8,2,4,12,59,56,3,52,54,479,7,3.44,0,2,5
12-09-2021,4,2,4,13,35,30,5,21,44,461,4,3.21,1,1,2
10-07-2022,4,1,7,12,50,43,7,38,47,412,6,4.11,1,4,1
03-08-2021,9,6,13,7,41,37,4,29,60,585,5,3.83,2,3,0
27-11-2021,1,5,5,1,32,27,5,20,76,515,4,3.14,0,2,2
21-08-2023,15,4,1,11,31,29,2,22,66,686,4,3.49,1,1,2
24-11-2021,11,5,14,3,58,53,5,40,79,456,7,2.95,0,1,6
13-09-2022,13,4,1,4,49,46,3,34,58,505,6,4.32,3,2,1
11-10-2023,11,2,12,4,55,49,6,30,70,565,7,2.93,0,1,6
27-02-2023,14,4,14,4,51,49,2,31,50,600,6,4.03,3,3,0
25-04-2023,19,2,2,3,57,49,8,39,42,410,7,3.29,0,1,6
01-10-2022,8,1,2,8,44,40,4,26,75,518,5,4.4,4,1,0
20-08-2022,9,1,14,4,57,52,5,46,54,735,7,4.72,7,0,0
27-05-2021,7,6,6,12,55,51,4,43,65,547,7,3.57,2,4,1
16-07-2022,11,1,3,6,46,44,2,32,55,436,6,3.78,1,5,0
13-10-2023,19,5,9,13,57,49,8,31,52,382,7,2.91,2,1,4
09-02-2023,7,4,12,13,59,51,8,46,64,539,7,3.98,2,4,1
02-05-2023,10,1,2,8,41,39,2,35,61,259,5,4.01,1,3,1
13-12-2021,16,4,9,2,36,33,3,30,58,580,4,3.84,0,0,4
25-07-2022,12,1,2,1,34,32,2,24,56,520,4,3.69,1,3,0
05-07-2022,19,5,9,4,31,26,5,16,78,506,4,3.07,0,2,2
01-06-2023,2,2,3,9,46,43,3,38,69,462,6,3.02,0,1,5
04-11-2022,20,6,3,5,34,32,2,21,56,453,4,3.27,1,2,1
21-02-2023,9,4,7,12,54,49,5,32,57,656,6,3.85,3,3,0
27-11-2021,12,6,14,13,40,38,2,33,71,677,5,3.75,4,1,0
14-12-2021,13,5,7,5,30,28,2,17,73,520,4,2.86,0,0,4
27-10-2022,11,1,12,8,59,52,7,44,55,670,7,3.72,2,1,4
07-07-2023,2,6,11,13,50,46,4,43,44,204,6,3.38,0,1,5
20-11-2021,1,5,3,12,58,49,9,37,51,548,7,3.35,0,0,7
24-08-2022,16,6,8,12,40,36,4,34,56,478,5,3.44,0,4,1
26-11-2022,5,2,9,4,60,58,2,41,51,538,7,3.2,0,1,6
05-02-2023,13,1,13,9,47,44,3,33,78,388,6,4.11,1,4,1
20-07-2023,15,4,8,4,30,27,3,16,47,578,4,4.08,1,2,1
11-08-2021,14,2,8,8,33,31,2,20,60,403,4,3.41,1,2,1
10-05-2023,4,5,7,3,41,35,6,21,73,715,5,2.89,0,3,2
05-02-2021,15,6,7,7,56,49,7,46,63,506,7,3.59,3,3,1
26-04-2023,2,6,14,4,60,51,9,46,59,473,7,3.2,1,1,5
03-07-2023,9,1,9,4,53,48,5,31,51,638,6,4.46,6,0,0
10-11-2023,13,2,1,12,37,34,3,25,59,438,4,3.5,2,1,1
01-04-2021,16,6,3,4,49,45,4,29,42,374,6,3.79,4,1,1
27-03-2022,4,2,14,7,44,40,4,28,50,468,5,3.2,0,0,5
29-09-2022,3,2,5,9,60,52,8,31,61,455,7,2.75,1,0,6
25-09-2021,9,5,13,1,41,36,5,29,51,500,5,2.97,2,2,1
14-02-2022,14,6,10,4,40,36,4,26,35,581,5,3.74,1,3,1
14-08-2022,1,5,7,9,46,39,7,31,65,550,6,2.48,2,2,2
30-05-2022,8,3,7,4,57,50,7,37,57,451,7,3.68,3,4,0
29-04-2023,18,6,5,12,36,31,5,22,59,481,4,3.46,1,2,1
25-07-2021,13,2,1,4,58,54,4,41,64,460,7,3.25,1,3,3
16-09-2023,15,6,14,5,43,39,4,29,49,616,5,3.76,4,1,0
17-03-2022,11,6,2,13,47,44,3,30,49,508,6,3.16,0,2,4
26-08-2023,18,1,1,3,35,31,4,24,54,249,4,3.94,0,2,2
20-09-2021,1,4,8,2,37,33,4,31,57,613,4,3.78,2,2,0
17-11-2021,20,5,9,13,33,30,3,18,43,517,4,2.79,0,2,2
17-10-2022,12,4,7,6,60,56,4,41,54,586,7,3.57,2,2,3
08-03-2022,7,3,13,4,58,55,3,38,69,320,7,3.77,3,4,0
10-07-2022,12,5,12,6,48,41,7,30,65,523,6,3.01,1,1,4
24-04-2023,9,4,1,5,40,37,3,28,43,304,5,3.69,1,3,1
22-12-2021,16,6,12,11,31,30,1,19,52,545,4,3.97,2,2,0
25-10-2023,6,6,1,4,51,47,4,44,64,533,6,3,2,1,3
24-12-2023,17,4,11,12,33,28,5,24,49,541,4,4.11,3,1,0
09-12-2023,9,1,1,8,36,32,4,21,81,655,4,4.47,2,2,0
29-04-2023,12,3,4,4,60,53,7,33,61,522,7,3.62,2,2,3
29-07-2023,16,5,9,9,51,43,8,27,66,472,6,2.85,0,2,4
20-07-2022,20,4,1,2,52,45,7,39,61,498,6,3.69,2,2,2
13-12-2021,8,1,12,6,34,31,3,25,54,801,4,4.36,2,2,0
09-04-2021,13,1,10,1,51,45,6,27,54,801,6,4.4,4,2,0
28-10-2021,15,5,3,12,56,49,7,43,46,389,7,2.66,0,2,5
31-05-2022,15,3,14,4,31,28,3,19,49,500,4,3.42,0,0,4
15-10-2022,6,3,2,4,35,29,6,24,52,510,4,3.64,3,1,0
14-09-2022,11,1,5,6,60,53,7,38,50,257,7,4.49,5,1,1
25-08-2023,19,5,11,1,30,26,4,20,62,457,4,3.1,0,0,4
25-02-2021,3,3,7,7,54,46,8,37,40,519,6,3.3,0,1,5
23-07-2021,15,2,2,4,47,42,5,26,40,664,6,2.81,0,3,3
12-08-2021,5,6,7,13,49,43,6,32,58,474,6,3.51,2,1,3
18-10-2022,4,5,8,12,33,30,3,26,67,541,4,2.87,1,1,2
21-10-2022,6,1,12,7,59,50,9,42,70,631,7,4.6,6,0,1
16-08-2022,5,4,4,9,50,43,7,32,62,230,6,3.91,2,3,1
04-01-2023,15,6,8,13,44,42,2,30,58,635,5,3.58,2,1,2
06-01-2022,13,4,14,2,30,27,3,16,40,678,4,3.74,1,2,1
01-10-2021,5,4,2,5,58,52,6,46,37,535,7,3.62,3,4,0
27-06-2022,19,3,2,10,48,41,7,27,80,430,6,3.17,0,3,3
23-10-2022,16,6,4,10,60,53,7,36,53,407,7,3.95,2,3,2
02-02-2022,5,3,7,4,40,35,5,25,69,405,5,3.41,0,1,4
16-07-2023,11,4,7,3,50,48,2,40,76,443,6,3.74,2,3,1
29-06-2023,19,1,14,6,34,31,3,21,48,527,4,4.2,4,0,0
02-10-2022,14,3,14,5,52,47,5,32,70,657,6,3.47,1,0,5
14-06-2023,1,5,12,4,39,36,3,33,55,578,5,3.18,0,0,5
09-07-2021,11,2,2,2,56,48,8,36,57,428,7,3.11,1,2,4
28-12-2023,9,6,12,4,36,30,6,21,62,474,4,3.85,1,3,0
31-12-2022,4,6,3,12,55,52,3,44,39,483,7,3.5,4,3,0
15-03-2021,3,1,12,7,37,35,2,27,64,612,4,4.09,1,3,0
13-03-2021,5,5,6,7,33,29,4,23,63,420,4,2.84,1,0,3
04-03-2021,3,3,13,9,58,50,8,43,77,635,7,3.4,0,2,5
30-03-2021,4,6,2,13,49,47,2,38,48,500,6,3.13,1,1,4
09-10-2021,13,1,6,11,30,25,5,21,50,508,4,4.34,2,0,2
04-11-2021,4,6,10,9,41,38,3,29,59,637,5,3.55,2,3,0
10-12-2021,17,1,5,4,56,47,9,36,63,523,7,4.05,2,4,1
03-12-2021,17,1,9,9,32,28,4,26,53,636,4,4.02,3,1,0
31-08-2021,20,2,3,8,59,51,8,32,48,572,7,3.29,0,4,3
01-04-2022,17,6,3,4,51,45,6,41,52,302,6,3.52,2,4,0
13-07-2022,15,1,8,7,59,54,5,34,73,541,7,4.33,3,2,2
18-04-2021,13,4,7,5,56,48,8,30,57,318,7,4.48,7,0,0
02-10-2021,13,3,4,8,44,38,6,31,56,527,5,3.94,3,2,0
28-12-2022,15,6,11,4,49,46,3,27,86,616,6,3.38,1,3,2
28-06-2022,15,3,6,2,58,52,6,35,60,544,7,3.48,1,2,4
04-02-2021,14,6,1,8,56,47,9,31,61,381,7,3.47,0,1,6
09-07-2021,8,2,2,6,44,39,5,26,68,294,5,3.67,2,1,2
07-04-2021,19,5,11,11,48,44,4,28,54,643,6,2.99,1,0,5
25-01-2021,14,6,13,4,47,45,2,42,56,591,6,3.84,1,5,0
15-09-2021,1,3,11,3,36,34,2,21,49,606,4,3.84,2,1,1
15-07-2023,11,5,11,11,34,30,4,22,82,345,4,2.9,1,0,3
14-06-2023,15,4,10,1,52,48,4,29,52,498,6,3.84,5,0,1
22-10-2023,10,5,2,2,36,34,2,21,79,521,4,3.08,0,2,2
29-07-2021,12,4,12,4,40,38,2,29,56,311,5,3.94,2,2,1
10-11-2022,2,4,10,8,49,46,3,41,51,598,6,3.83,4,1,1
05-12-2021,16,3,10,5,53,45,8,39,72,488,6,3.4,0,1,5
05-01-2022,16,6,5,6,40,37,3,34,66,442,5,3.67,4,0,1
09-10-2023,9,4,2,11,53,50,3,44,57,679,6,3.25,0,3,3
08-12-2022,7,6,14,4,37,35,2,24,61,791,4,3.79,0,3,1
21-01-2023,14,4,6,4,41,34,7,28,60,440,5,3.55,1,4,0
21-09-2023,5,1,3,1,36,34,2,25,59,279,4,4.27,3,1,0
15-06-2021,6,3,12,5,45,41,4,26,50,351,5,3.36,0,2,3
18-12-2023,20,3,5,11,30,27,3,22,68,705,4,4.12,1,1,2
01-08-2023,13,2,7,13,49,47,2,32,67,613,6,3.6,2,4,0
04-11-2023,4,4,9,11,56,52,4,47,39,350,7,3.73,2,2,3
04-02-2023,8,1,4,2,36,31,5,22,54,459,4,4.35,3,0,1
29-03-2022,17,6,13,13,40,35,5,21,65,536,5,3.55,2,3,0
16-03-2021,12,1,14,11,60,54,6,37,71,532,7,4,1,4,2
18-11-2023,10,1,14,12,40,35,5,25,50,511,5,4.28,4,1,0
30-12-2021,11,2,3,6,31,28,3,17,44,458,4,3.24,0,2,2
22-11-2022,9,4,4,13,57,48,9,37,61,418,7,3.52,2,3,2
27-09-2021,9,6,11,5,53,45,8,38,55,434,6,3.64,1,5,0
02-11-2023,4,2,13,12,58,49,9,35,64,693,7,3.06,0,3,4
20-04-2021,2,1,13,1,35,33,2,22,50,633,4,4.18,0,3,1
27-09-2022,1,1,4,13,32,30,2,18,72,685,4,4.24,3,1,0
07-08-2022,6,1,3,13,35,31,4,24,65,661,4,4.18,2,2,0
17-12-2022,6,3,7,5,35,32,3,28,47,438,4,3.97,1,2,1
16-04-2021,4,5,12,7,59,54,5,43,64,486,7,2.59,0,2,5
23-10-2023,13,3,13,11,43,39,4,28,75,631,5,3.53,3,1,1
18-06-2021,13,2,14,8,55,49,6,34,70,477,7,3.16,4,1,2
27-10-2023,7,3,1,11,37,32,5,21,59,582,4,3.29,0,1,3
28-04-2022,13,2,1,1,41,39,2,27,57,410,5,3.18,1,0,4
17-01-2023,8,4,9,10,38,35,3,33,74,482,5,4.41,2,1,2
20-01-2023,19,1,10,6,58,55,3,40,66,576,7,3.93,3,2,2
01-07-2021,14,4,4,1,58,53,5,34,41,345,7,3.87,2,5,0
21-10-2021,8,2,11,5,45,40,5,36,89,624,5,3.28,0,2,3
25-01-2022,14,4,12,5,54,51,3,43,61,311,6,3.73,1,4,1
28-07-2023,13,1,12,7,51,46,5,30,48,410,6,4.31,6,0,0
01-09-2022,12,3,14,8,49,42,7,28,63,422,6,4.09,1,3,2
30-05-2023,11,1,10,10,43,41,2,26,42,400,5,4.14,2,1,2
12-01-2022,20,1,4,9,59,54,5,37,45,537,7,4.33,4,2,1
06-05-2021,8,6,3,2,39,33,6,25,59,553,5,3.59,2,2,1
01-09-2021,12,1,12,5,35,29,6,26,58,546,4,3.73,0,2,2
11-04-2021,20,1,3,4,40,38,2,24,74,447,5,4.35,4,1,0
22-06-2022,4,2,12,6,45,39,6,26,50,386,5,2.95,0,1,4
16-07-2022,7,1,11,2,45,41,4,32,51,472,5,4.22,4,0,1
13-06-2022,4,2,6,4,47,42,5,31,78,530,6,3.29,1,3,2
16-09-2021,8,5,12,5,32,30,2,19,58,186,4,2.64,1,1,2
06-04-2021,18,2,10,5,53,51,2,37,54,404,6,3.13,0,5,1
22-07-2022,4,4,12,13,39,35,4,29,52,622,5,3.74,5,0,0
19-05-2023,9,4,5,4,58,51,7,45,68,481,7,3.47,0,2,5
15-07-2022,10,1,12,7,39,35,4,22,63,497,5,4.39,4,1,0
28-11-2021,6,2,8,8,46,41,5,25,75,347,6,2.82,2,1,3
08-12-2021,12,6,14,4,52,45,7,29,49,461,6,3.5,4,2,0
27-04-2021,11,4,5,13,36,31,5,19,67,550,4,4.3,4,0,0
15-03-2022,8,6,13,2,46,44,2,30,77,431,6,3.67,2,3,1
08-03-2021,20,3,14,6,45,41,4,33,69,588,5,3.79,3,0,2
28-10-2023,17,2,4,12,41,35,6,22,53,387,5,3.23,0,0,5
19-11-2023,16,2,3,13,42,38,4,32,70,269,5,2.93,1,1,3
12-03-2023,10,2,12,6,42,38,4,24,56,399,5,2.9,0,1,4
08-04-2023,15,5,11,2,60,51,9,40,63,360,7,2.91,0,1,6
10-02-2021,1,2,12,7,40,36,4,33,61,488,5,3.05,2,0,3
17-08-2022,3,4,12,13,52,49,3,30,59,473,6,4.13,4,1,1
07-04-2022,13,1,3,6,46,44,2,31,70,550,6,3.81,1,3,2
28-12-2021,8,3,2,5,30,26,4,22,61,581,4,3.6,1,2,1
28-02-2023,12,1,14,13,57,53,4,39,60,500,7,4.04,2,5,0
09-01-2023,4,3,13,2,58,51,7,35,71,551,7,3.39,1,2,4
19-04-2023,6,1,3,6,36,32,4,26,57,428,4,4.26,4,0,0
11-02-2022,6,6,3,9,37,35,2,24,71,669,4,3.49,1,0,3
15-12-2023,7,4,12,3,31,28,3,23,76,758,4,3.64,3,0,1
10-07-2021,11,2,11,4,38,36,2,29,65,471,5,2.78,0,1,4
09-04-2022,14,3,13,4,52,48,4,31,51,436,6,3.71,4,2,0
29-04-2022,16,4,13,7,37,35,2,21,71,482,4,4.08,3,0,1
06-07-2023,20,2,1,11,47,44,3,26,53,229,6,2.97,3,0,3
07-10-2021,8,1,3,8,56,48,8,43,58,464,7,4.2,5,0,2
09-06-2021,9,4,13,5,42,37,5,34,59,696,5,3.81,2,0,3
17-08-2023,8,2,9,12,59,53,6,36,51,589,7,2.77,0,3,4
07-02-2023,15,4,9,4,53,45,8,39,54,355,6,4.51,4,2,0
19-11-2022,16,3,5,8,41,36,5,32,53,560,5,3.19,0,1,4
19-02-2022,1,2,3,3,46,39,7,35,45,538,6,2.73,1,1,4
29-07-2021,19,2,1,1,36,35,1,29,61,427,4,3.23,0,1,3
28-12-2023,11,4,11,10,37,34,3,24,50,405,4,3.91,2,1,1
17-08-2022,2,6,3,5,47,40,7,26,61,553,6,4.04,3,2,1
29-03-2023,13,2,11,8,56,51,5,36,35,678,7,3.4,0,1,6
09-08-2023,8,1,2,10,53,47,6,40,57,701,6,4.1,4,1,1
26-10-2022,9,5,14,12,30,29,1,26,35,529,4,3.35,1,2,1
16-04-2021,18,3,6,9,43,40,3,26,77,517,5,3.77,2,3,0
19-09-2023,8,3,1,13,55,53,2,49,61,290,7,3.25,0,2,5
12-01-2021,5,4,3,4,50,47,3,33,62,513,6,4,3,3,0
30-01-2021,17,3,11,9,60,51,9,34,54,663,7,3.08,2,0,5
22-08-2022,11,2,6,1,31,27,4,23,57,513,4,2.97,0,1,3
13-03-2023,8,3,11,1,58,56,2,48,69,682,7,3.42,1,0,6
24-09-2022,16,4,14,4,51,45,6,30,34,566,6,3.52,2,3,1
27-01-2023,18,1,4,13,44,37,7,26,70,416,5,3.88,1,2,2
15-09-2021,15,6,4,6,33,31,2,22,44,382,4,4.01,1,3,0
04-12-2021,14,2,3,12,32,28,4,16,54,468,4,2.91,0,1,3
17-04-2022,14,3,14,5,56,50,6,35,59,647,7,3.7,2,5,0
23-03-2021,6,4,7,10,33,29,4,26,54,543,4,3.9,1,2,1
13-01-2023,6,4,4,13,46,41,5,24,46,540,6,3.82,3,1,2
04-08-2023,8,1,9,8,51,48,3,41,77,485,6,4.2,4,2,0
29-10-2023,12,4,4,13,44,37,7,32,85,613,5,3.91,0,3,2
12-01-2023,15,5,3,4,31,27,4,16,52,198,4,2.91,1,1,2
05-05-2022,10,3,6,6,60,57,3,53,42,541,7,2.92,0,1,6
17-06-2023,1,1,4,3,43,41,2,36,45,547,5,4.27,3,2,0
05-02-2023,12,1,4,12,52,47,5,32,75,550,6,3.97,1,4,1
16-11-2023,9,3,9,9,59,50,9,30,71,539,7,3.36,0,2,5
30-06-2021,6,6,11,7,51,45,6,36,74,508,6,3.95,1,2,3
16-09-2021,14,6,4,3,51,43,8,35,53,565,6,3.55,2,3,1
09-01-2023,12,1,6,10,40,38,2,24,61,518,5,4.2,3,1,1
15-09-2023,16,4,4,4,51,47,4,37,63,314,6,4.12,1,4,1
07-11-2021,11,6,13,4,54,50,4,31,72,363,6,3.32,0,3,3
10-05-2023,12,2,5,5,34,29,5,19,69,567,4,3.32,0,0,4
14-06-2023,13,5,11,3,40,37,3,26,63,517,5,2.76,0,1,4
21-01-2021,12,4,7,11,30,28,2,18,72,457,4,3.79,2,1,1
06-07-2021,12,5,12,10,42,39,3,24,62,360,5,2.67,0,1,4
09-03-2023,11,6,4,8,40,36,4,28,53,342,5,3.09,1,0,4
06-03-2022,16,6,9,7,52,44,8,30,76,321,6,2.91,1,2,3
17-09-2022,2,5,7,9,40,35,5,29,49,537,5,2.51,0,1,4
22-06-2022,18,2,7,6,31,27,4,20,58,328,4,2.99,0,1,3
21-12-2022,2,6,13,13,31,29,2,26,53,569,4,4.17,3,0,1
05-12-2021,4,2,9,10,45,39,6,33,62,477,5,2.64,0,4,1
19-12-2021,1,4,2,1,55,51,4,47,82,639,7,4.11,1,3,3
06-01-2021,14,2,14,4,46,39,7,28,67,613,6,3.49,0,4,2
18-02-2023,20,3,7,1,34,30,4,18,48,714,4,3.45,0,0,4
30-08-2021,2,5,7,7,33,31,2,21,75,454,4,3.09,0,1,3
06-08-2022,8,5,4,7,39,33,6,22,61,425,5,3.26,1,0,4
12-11-2021,5,3,4,7,51,43,8,28,70,525,6,3.28,0,3,3
21-09-2023,5,1,13,12,39,34,5,21,57,601,5,4.22,5,0,0
16-04-2022,13,5,13,1,41,37,4,30,63,601,5,2.59,0,2,3
03-02-2021,10,5,13,12,39,35,4,28,72,448,5,3.13,0,1,4
11-12-2021,17,4,9,10,40,34,6,29,65,510,5,4,4,1,0
29-12-2022,3,2,2,3,51,43,8,29,52,378,6,3.34,1,1,4
11-06-2021,19,5,7,4,44,39,5,31,69,335,5,2.39,0,0,5
01-08-2021,4,4,6,4,56,51,5,46,65,665,7,3.72,3,4,0
04-05-2023,9,4,3,10,31,28,3,25,57,582,4,3.99,2,2,0
11-11-2023,1,1,4,5,49,45,4,31,48,591,6,3.93,4,1,1
24-10-2023,9,2,10,8,53,50,3,43,81,701,6,3.06,0,2,4
05-04-2022,15,1,14,4,51,45,6,37,80,371,6,4.28,3,1,2
19-09-2022,14,4,14,12,45,41,4,26,71,714,5,3.59,3,2,0
30-11-2021,8,6,3,10,43,41,2,32,61,193,5,3.5,2,3,0
04-02-2023,2,6,1,9,31,27,4,23,49,465,4,3.47,0,2,2
27-05-2022,2,5,14,12,56,48,8,37,57,375,7,2.71,1,2,4
17-03-2022,1,2,2,10,56,47,9,32,62,536,7,2.85,0,2,5
10-12-2022,10,2,4,6,46,42,4,31,50,337,6,3.22,0,2,4
20-09-2021,4,1,12,10,35,32,3,25,81,436,4,4.39,3,1,0
06-05-2021,13,1,9,7,43,37,6,35,73,431,5,3.85,3,1,1
21-03-2022,5,4,8,7,53,47,6,36,66,552,6,3.67,2,1,3
08-06-2021,14,3,7,4,60,53,7,40,65,442,7,3.55,0,6,1
16-07-2023,8,3,10,4,60,53,7,38,75,555,7,3.64,3,3,1
02-07-2022,20,5,10,7,30,25,5,23,48,528,4,2.88,0,3,1
